# This is a custom list of Bw6 alleles where looking at the antigen only is not sufficient to determine Bw group
14:01,14:02,14:03,15:01,15:04,15:05,15:06,15:07,15:15,15:25,15:30,15:09,15:10,15:18,15:03,15:46,15:02,15:08,15:12,15:14,27:08,40:01,40:10,40:02,40:06,40:09,40:05,40:12,44:09,47:02,50:01,50:02
